,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Rwanda,539820,1447426,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Saudi Arabia,1206769,3206437,0,0,0,0,0,(2.15+/-0.32)e+06,(4.3+/-0.6)e+06,(6.5+/-0.9)e+06,(8.6+/-1.3)e+06,(1.08+/-0.16)e+07,(1.29+/-0.19)e+07,(1.51+/-0.22)e+07,(1.72+/-0.25)e+07,(1.94+/-0.28)e+07,(2.15+/-0.32)e+07,(2.37+/-0.35)e+07,(2.6+/-0.4)e+07,(2.8+/-0.4)e+07,(3.0+/-0.4)e+07,(3.2+/-0.5)e+07,(3.4+/-0.5)e+07,(3.7+/-0.5)e+07,(3.9+/-0.6)e+07,(4.1+/-0.6)e+07,(4.3+/-0.6)e+07,(4.5+/-0.7)e+07,(4.7+/-0.7)e+07,(4.9+/-0.7)e+07,(5.2+/-0.8)e+07,(5.4+/-0.8)e+07,(5.6+/-0.8)e+07,(5.8+/-0.9)e+07,(6.0+/-0.9)e+07,(6.2+/-0.9)e+07,(6.5+/-0.9)e+07,(6.7+/-1.0)e+07,(6.9+/-1.0)e+07,(7.1+/-1.0)e+07,(7.3+/-1.1)e+07,(7.5+/-1.1)e+07,(7.7+/-1.1)e+07,(8.0+/-1.2)e+07,(8.2+/-1.2)e+07,(8.4+/-1.2)e+07,(8.6+/-1.3)e+07,(8.8+/-1.3)e+07,(9.0+/-1.3)e+07,(9.2+/-1.4)e+07,(9.5+/-1.4)e+07,(9.7+/-1.4)e+07,(9.9+/-1.5)e+07,(1.01+/-0.15)e+08,(1.03+/-0.15)e+08
Sudan,1134699,3228939,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Senegal,661803,1927494,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Singapore,47289,120726,0,0,0,0,0,(1.16+/-0.17)e+06,(2.33+/-0.34)e+06,(3.5+/-0.5)e+06,(4.7+/-0.7)e+06,(5.8+/-0.9)e+06,(7.0+/-1.0)e+06,(8.2+/-1.2)e+06,(9.3+/-1.4)e+06,(1.05+/-0.15)e+07,(1.16+/-0.17)e+07,(1.28+/-0.19)e+07,(1.40+/-0.21)e+07,(1.51+/-0.22)e+07,(1.63+/-0.24)e+07,(1.75+/-0.26)e+07,(1.86+/-0.27)e+07,(1.98+/-0.29)e+07,(2.10+/-0.31)e+07,(2.21+/-0.33)e+07,(2.33+/-0.34)e+07,(2.4+/-0.4)e+07,(2.6+/-0.4)e+07,(2.7+/-0.4)e+07,(2.8+/-0.4)e+07,(2.9+/-0.4)e+07,(3.0+/-0.4)e+07,(3.1+/-0.5)e+07,(3.3+/-0.5)e+07,(3.4+/-0.5)e+07,(3.5+/-0.5)e+07,(3.6+/-0.5)e+07,(3.7+/-0.5)e+07,(3.8+/-0.6)e+07,(4.0+/-0.6)e+07,(4.1+/-0.6)e+07,(4.2+/-0.6)e+07,(4.3+/-0.6)e+07,(4.4+/-0.7)e+07,(4.5+/-0.7)e+07,(4.7+/-0.7)e+07,(4.8+/-0.7)e+07,(4.9+/-0.7)e+07,(5.0+/-0.7)e+07,(5.1+/-0.8)e+07,(5.2+/-0.8)e+07,(5.4+/-0.8)e+07,(5.5+/-0.8)e+07,(5.6+/-0.8)e+07
Solomon Islands,47626,103659,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Sierra Leone,303372,862222,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
El Salvador,303202,912179,0,(4.5+/-0.7)e+04,(9.0+/-1.3)e+04,(1.35+/-0.20)e+05,(1.80+/-0.26)e+05,(2.25+/-0.33)e+05,(2.7+/-0.4)e+05,(3.1+/-0.5)e+05,(3.6+/-0.5)e+05,(4.0+/-0.6)e+05,(4.5+/-0.7)e+05,(4.9+/-0.7)e+05,(5.4+/-0.8)e+05,(5.8+/-0.9)e+05,(6.3+/-0.9)e+05,(6.7+/-1.0)e+05,(7.2+/-1.1)e+05,(7.6+/-1.1)e+05,(8.1+/-1.2)e+05,(8.5+/-1.3)e+05,(9.0+/-1.3)e+05,(9.4+/-1.4)e+05,(9.9+/-1.5)e+05,(1.03+/-0.15)e+06,(1.08+/-0.16)e+06,(1.12+/-0.17)e+06,(1.17+/-0.17)e+06,(1.21+/-0.18)e+06,(1.26+/-0.19)e+06,(1.30+/-0.19)e+06,(1.35+/-0.20)e+06,(1.39+/-0.20)e+06,(1.44+/-0.21)e+06,(1.48+/-0.22)e+06,(1.53+/-0.22)e+06,(1.57+/-0.23)e+06,(1.62+/-0.24)e+06,(1.66+/-0.24)e+06,(1.71+/-0.25)e+06,(1.75+/-0.26)e+06,(1.80+/-0.26)e+06,(1.84+/-0.27)e+06,(1.89+/-0.28)e+06,(1.93+/-0.28)e+06,(1.98+/-0.29)e+06,(2.02+/-0.30)e+06,(2.07+/-0.30)e+06,(2.11+/-0.31)e+06,(2.16+/-0.32)e+06,(2.20+/-0.32)e+06,(2.25+/-0.33)e+06,(2.29+/-0.34)e+06,(2.34+/-0.34)e+06
San Marino,1044,3139,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Somalia,281663,676191,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Serbia,355555,696769,0,(1.09+/-0.16)e+05,(2.18+/-0.32)e+05,(3.3+/-0.5)e+05,(4.4+/-0.6)e+05,(5.4+/-0.8)e+05,(6.5+/-1.0)e+05,(7.6+/-1.1)e+05,(8.7+/-1.3)e+05,(9.8+/-1.4)e+05,(1.09+/-0.16)e+06,(1.20+/-0.18)e+06,(1.31+/-0.19)e+06,(1.42+/-0.21)e+06,(1.52+/-0.22)e+06,(1.63+/-0.24)e+06,(1.74+/-0.26)e+06,(1.85+/-0.27)e+06,(1.96+/-0.29)e+06,(2.07+/-0.30)e+06,(2.18+/-0.32)e+06,(2.29+/-0.34)e+06,(2.40+/-0.35)e+06,(2.5+/-0.4)e+06,(2.6+/-0.4)e+06,(2.7+/-0.4)e+06,(2.8+/-0.4)e+06,(2.9+/-0.4)e+06,(3.0+/-0.4)e+06,(3.2+/-0.5)e+06,(3.3+/-0.5)e+06,(3.4+/-0.5)e+06,(3.5+/-0.5)e+06,(3.6+/-0.5)e+06,(3.7+/-0.5)e+06,(3.8+/-0.6)e+06,(3.9+/-0.6)e+06,(4.0+/-0.6)e+06,(4.1+/-0.6)e+06,(4.2+/-0.6)e+06,(4.4+/-0.6)e+06,(4.5+/-0.7)e+06,(4.6+/-0.7)e+06,(4.7+/-0.7)e+06,(4.8+/-0.7)e+06,(4.9+/-0.7)e+06,(5.0+/-0.7)e+06,(5.1+/-0.8)e+06,(5.2+/-0.8)e+06,(5.3+/-0.8)e+06,(5.4+/-0.8)e+06,(5.6+/-0.8)e+06,(5.7+/-0.8)e+06
South Sudan,466066,1344648,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Sao Tome and Principe,3634,10716,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Suriname,26262,61042,0,0,0,0,0,0,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Slovakia,257541,589943,0,0,0,0,0,0,(3.5+/-0.5)e+05,(7.0+/-1.0)e+05,(1.05+/-0.16)e+06,(1.41+/-0.21)e+06,(1.76+/-0.26)e+06,(2.11+/-0.31)e+06,(2.5+/-0.4)e+06,(2.8+/-0.4)e+06,(3.2+/-0.5)e+06,(3.5+/-0.5)e+06,(3.9+/-0.6)e+06,(4.2+/-0.6)e+06,(4.6+/-0.7)e+06,(4.9+/-0.7)e+06,(5.3+/-0.8)e+06,(5.6+/-0.8)e+06,(6.0+/-0.9)e+06,(6.3+/-0.9)e+06,(6.7+/-1.0)e+06,(7.0+/-1.0)e+06,(7.4+/-1.1)e+06,(7.7+/-1.1)e+06,(8.1+/-1.2)e+06,(8.4+/-1.2)e+06,(8.8+/-1.3)e+06,(9.1+/-1.3)e+06,(9.5+/-1.4)e+06,(9.8+/-1.4)e+06,(1.02+/-0.15)e+07,(1.05+/-0.16)e+07,(1.09+/-0.16)e+07,(1.12+/-0.17)e+07,(1.16+/-0.17)e+07,(1.19+/-0.18)e+07,(1.23+/-0.18)e+07,(1.26+/-0.19)e+07,(1.30+/-0.19)e+07,(1.34+/-0.20)e+07,(1.37+/-0.20)e+07,(1.41+/-0.21)e+07,(1.44+/-0.21)e+07,(1.48+/-0.22)e+07,(1.51+/-0.22)e+07,(1.55+/-0.23)e+07,(1.58+/-0.23)e+07,(1.62+/-0.24)e+07,(1.65+/-0.24)e+07
Slovenia,92398,209737,0,(1.28+/-0.19)e+05,(2.6+/-0.4)e+05,(3.8+/-0.6)e+05,(5.1+/-0.8)e+05,(6.4+/-0.9)e+05,(7.7+/-1.1)e+05,(9.0+/-1.3)e+05,(1.02+/-0.15)e+06,(1.15+/-0.17)e+06,(1.28+/-0.19)e+06,(1.41+/-0.21)e+06,(1.54+/-0.23)e+06,(1.66+/-0.24)e+06,(1.79+/-0.26)e+06,(1.92+/-0.28)e+06,(2.05+/-0.30)e+06,(2.18+/-0.32)e+06,(2.30+/-0.34)e+06,(2.4+/-0.4)e+06,(2.6+/-0.4)e+06,(2.7+/-0.4)e+06,(2.8+/-0.4)e+06,(2.9+/-0.4)e+06,(3.1+/-0.5)e+06,(3.2+/-0.5)e+06,(3.3+/-0.5)e+06,(3.5+/-0.5)e+06,(3.6+/-0.5)e+06,(3.7+/-0.5)e+06,(3.8+/-0.6)e+06,(4.0+/-0.6)e+06,(4.1+/-0.6)e+06,(4.2+/-0.6)e+06,(4.4+/-0.6)e+06,(4.5+/-0.7)e+06,(4.6+/-0.7)e+06,(4.7+/-0.7)e+06,(4.9+/-0.7)e+06,(5.0+/-0.7)e+06,(5.1+/-0.8)e+06,(5.2+/-0.8)e+06,(5.4+/-0.8)e+06,(5.5+/-0.8)e+06,(5.6+/-0.8)e+06,(5.8+/-0.8)e+06,(5.9+/-0.9)e+06,(6.0+/-0.9)e+06,(6.1+/-0.9)e+06,(6.3+/-0.9)e+06,(6.4+/-0.9)e+06,(6.5+/-1.0)e+06,(6.7+/-1.0)e+06
Sweden,488229,1110674,0,0,(1.32+/-0.19)e+06,(2.6+/-0.4)e+06,(4.0+/-0.6)e+06,(5.3+/-0.8)e+06,(6.6+/-1.0)e+06,(7.9+/-1.2)e+06,(9.3+/-1.4)e+06,(1.06+/-0.16)e+07,(1.19+/-0.18)e+07,(1.32+/-0.19)e+07,(1.45+/-0.21)e+07,(1.59+/-0.23)e+07,(1.72+/-0.25)e+07,(1.85+/-0.27)e+07,(1.98+/-0.29)e+07,(2.12+/-0.31)e+07,(2.25+/-0.33)e+07,(2.38+/-0.35)e+07,(2.5+/-0.4)e+07,(2.6+/-0.4)e+07,(2.8+/-0.4)e+07,(2.9+/-0.4)e+07,(3.0+/-0.4)e+07,(3.2+/-0.5)e+07,(3.3+/-0.5)e+07,(3.4+/-0.5)e+07,(3.6+/-0.5)e+07,(3.7+/-0.5)e+07,(3.8+/-0.6)e+07,(4.0+/-0.6)e+07,(4.1+/-0.6)e+07,(4.2+/-0.6)e+07,(4.4+/-0.6)e+07,(4.5+/-0.7)e+07,(4.6+/-0.7)e+07,(4.8+/-0.7)e+07,(4.9+/-0.7)e+07,(5.0+/-0.7)e+07,(5.2+/-0.8)e+07,(5.3+/-0.8)e+07,(5.4+/-0.8)e+07,(5.6+/-0.8)e+07,(5.7+/-0.8)e+07,(5.8+/-0.9)e+07,(6.0+/-0.9)e+07,(6.1+/-0.9)e+07,(6.2+/-0.9)e+07,(6.3+/-0.9)e+07,(6.5+/-1.0)e+07,(6.6+/-1.0)e+07,(6.7+/-1.0)e+07
Eswatini,42532,111713,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Sint Maarten,2654,5064,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Seychelles,10459,23812,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Syria,702201,1752718,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Turks and Caicos Islands,0,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Chad,599152,1849986,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Togo,354347,1108730,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Thailand,5780808,11945257,0,0,0,0,(1.82+/-0.27)e+06,(3.6+/-0.5)e+06,(5.5+/-0.8)e+06,(7.3+/-1.1)e+06,(9.1+/-1.3)e+06,(1.09+/-0.16)e+07,(1.27+/-0.19)e+07,(1.45+/-0.21)e+07,(1.64+/-0.24)e+07,(1.82+/-0.27)e+07,(2.00+/-0.29)e+07,(2.18+/-0.32)e+07,(2.36+/-0.35)e+07,(2.5+/-0.4)e+07,(2.7+/-0.4)e+07,(2.9+/-0.4)e+07,(3.1+/-0.5)e+07,(3.3+/-0.5)e+07,(3.5+/-0.5)e+07,(3.6+/-0.5)e+07,(3.8+/-0.6)e+07,(4.0+/-0.6)e+07,(4.2+/-0.6)e+07,(4.4+/-0.6)e+07,(4.5+/-0.7)e+07,(4.7+/-0.7)e+07,(4.9+/-0.7)e+07,(5.1+/-0.7)e+07,(5.3+/-0.8)e+07,(5.5+/-0.8)e+07,(5.6+/-0.8)e+07,(5.8+/-0.9)e+07,(6.0+/-0.9)e+07,(6.2+/-0.9)e+07,(6.4+/-0.9)e+07,(6.5+/-1.0)e+07,(6.7+/-1.0)e+07,(6.9+/-1.0)e+07,(7.1+/-1.0)e+07,(7.3+/-1.1)e+07,(7.5+/-1.1)e+07,(7.6+/-1.1)e+07,(7.8+/-1.2)e+07,(8.0+/-1.2)e+07,(8.2+/-1.2)e+07,(8.4+/-1.2)e+07,(8.5+/-1.3)e+07,(8.7+/-1.3)e+07,(8.9+/-1.3)e+07
Tajikistan,258092,625838,0,0,0,0,0,0,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
